title,heading,content,tokens
Tajikistan at the 2020 Summer Olympics,Summary,"Tajikistan competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's seventh consecutive appearance at the Summer Olympics in the post-Soviet era.",71
Tajikistan at the 2020 Summer Olympics,Athletics,"One Tajik athlete further achieved the entry standards by qualifying time, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events",41
Tajikistan at the 2020 Summer Olympics,Boxing,"Tajikistan entered two male boxers into the Olympic tournament. Reigning Asian amateur champion Bakhodur Usmonov (men's lightweight) and Shabbos Negmatulloev (men's light heavyweight) secured the spots on the Tajik squad, by scoring a box-off triumph each in their respective weight divisions at the 2020 Asia & Oceania Qualification Tournament in Amman, Jordan.",87
Tajikistan at the 2020 Summer Olympics,Swimming,"Tajikistan received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",50
Portugal at the 2020 Summer Olympics,Summary,"Portugal competed at the 2020 Summer Olympics in Tokyo, from 23 July to 8 August 2021. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed because of the COVID-19 pandemic. Portuguese athletes have appeared in every edition of the Summer Olympic Games since the nation's debut in 1912.
These were the most successful Olympic Games for Portugal as its delegation won a total of four medals, surpassing the three medals of Los Angeles 1984 and Athens 2004. For the first time ever, Portugal won at least one medal of each kind and reached the podium in more than two sports in the same Games.",132
Portugal at the 2020 Summer Olympics,Athletics,"Portuguese athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events
MenWomenField events
MenWomen",55
Portugal at the 2020 Summer Olympics,Slalom,"Portugal qualified one canoeist for the men's K-1 class by finishing in the top eighteen at the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain.",47
Portugal at the 2020 Summer Olympics,Sprint,"Portuguese canoeists qualified three boats in each of the following distances for the Games through the 2019 ICF Canoe Sprint World Championships in Szeged, Hungary.
Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal)",65
Portugal at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, Portugal entered one rider to compete in the women's omnium based on her final individual UCI Olympic rankings.
Omnium",42
Portugal at the 2020 Summer Olympics,Mountain biking,"Portugal entered one mountain biker to compete in the women's cross-country race by finishing in the top two of the under-23 division at the 2019 UCI Mountain Bike World Championships in Mont-Sainte-Anne, Canada.",52
Portugal at the 2020 Summer Olympics,Equestrian,"Portugal fielded a squad of three equestrian riders into the Olympic team dressage competition by finishing eighth overall and securing the last of three available berths for Group A and B at the European Championships in Rotterdam, Netherlands. MeanwhIle, one jumping rider was added to the Portuguese roster by finishing in the top two, outside the group selection, of the individual FEI Olympic Rankings for Groups B (South Western Europe).",91
Portugal at the 2020 Summer Olympics,Dressage,"The Portuguese dressage team was named on June 11, 2021. Carlos Pinto and Sultao Menezes have been named the travelling reserves.
Qualification Legend: Q = Qualified for the final; q = Qualified for the final as a lucky loser",57
Portugal at the 2020 Summer Olympics,Artistic,"Portugal entered one artistic gymnast into the Olympic competition. Rio 2016 Olympian Ana Filipa Martins booked a spot in the women's individual all-around and apparatus events, by finishing last out of the twenty gymnasts eligible for qualification at the 2019 World Championships in Stuttgart, Germany.
Women",65
Portugal at the 2020 Summer Olympics,Trampoline,Portugal entered one trampoline gymnast into the Olympic competition. Rio 2016 Olympian Diogo Abreu claimed an Olympic spot in the men's event at the 2021 FIG World Cup in Brescia.,46
Portugal at the 2020 Summer Olympics,Men's tournament,"Portugal men's national handball team qualified for the Olympics by securing a top-two finish at the Montpellier leg of the 2020 IHF Olympic Qualification Tournament, marking the country's debut in the sport.
Team rosterThe squad was announced on 13 July 2021.Head coach: Paulo Pereira

Group play",69
Portugal at the 2020 Summer Olympics,Judo,"Portugal qualified eight judoka (two men and six women) for each of the following weight classes at the Games. All of them, with Telma Monteiro (women's lightweight, 57 kg) leading the nation's roster at her fifth straight Olympics, were selected among the top 18 judoka of their respective weight classes based on the IJF World Ranking List of June 28, 2021.
MenWomen",86
Portugal at the 2020 Summer Olympics,Rowing,"Portugal qualified one boat in the men's lightweight double sculls for the Games by winning the silver medal and securing the first of two berths available at the 2021 FISA European Olympic Qualification Regatta in Varese, Italy.
Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",159
Portugal at the 2020 Summer Olympics,Sailing,"Portuguese sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the class-associated Worlds, and the continental regattas.
M = Medal race; EL = Eliminated – did not advance into the medal race",55
Portugal at the 2020 Summer Olympics,Shooting,"Portuguese shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, European Championships or Games, and European Qualifying Tournament, as long as they obtained a minimum qualifying score (MQS) by May 31, 2020.",66
Portugal at the 2020 Summer Olympics,Skateboarding,Portugal entered one skateboarder into the Olympic competition. Gustavo Ribeiro booked a spot in the men's street as one of the top 16 skateboarders vying for qualification in the Olympic World Skateboarding Rankings on 30 June 2021.,53
Portugal at the 2020 Summer Olympics,Surfing,"Portugal sent three surfers to compete at the Games. Frederico Morais secured a qualification slot in the men's shortboard event for his nation, as the highest-ranked surfer from Europe at the 2019 ISA World Surfing Games in Miyazaki, Japan. On the women's side, Teresa Bonvalot and Yoland Sequeira completed the nation's surfing lineup by scoring a top-two finish within their heat at the 2021 ISA World Surfing Games in El Salvador.",103
Portugal at the 2020 Summer Olympics,Swimming,"Portuguese swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)):
MenWomen",54
Portugal at the 2020 Summer Olympics,Table tennis,"Portugal entered five athletes into the table tennis competition at the Games. The men's team secured a berth by advancing to the quarterfinal round of the 2020 World Olympic Qualification Event in Gondomar, permitting a maximum of two starters to compete in the men's singles tournament. On the women's side, Rio 2016 Olympian Fu Yu scored an outright semifinal victory to book one of three Olympic spots available at the 2019 European Games in Minsk, Belarus. Shao Jieni was automatically selected among the top ten table tennis players vying for qualification to join Yu in the same event based on the ITTF Olympic Rankings of June 1, 2021.",135
Portugal at the 2020 Summer Olympics,Taekwondo,"Portugal entered one athlete into the taekwondo competition at the Games. Rio 2016 Olympian and double world medalist Rui Bragança secured a spot in the men's flyweight category (58 kg) with a top two finish at the 2021 European Taekwondo Olympic Qualification Tournament in Sofia, Bulgaria.",70
Portugal at the 2020 Summer Olympics,Tennis,"Portugal entered two tennis players into the Olympic tournament. João Sousa (world no. 109) accepted a spare berth previously allocated by one of the original official entrants, with Pedro (world no. 108) topping the list of tennis players vying for qualification from Europe, to compete in the men's singles based on the ATP World Rankings. Additionally, they opted to play together in the men's doubles.",86
